オーダー Id,オーダー日,カテゴリ,カテゴリ (Rank.Csv),サブカテゴリ,メーカー,ランク,出荷モード,出荷日,利益,国/領域,地域,市区町村,製品名,都道府県,顧客区分,顧客名,レコード数,レコード数 1,利益率,割引率,売上,数量
JP-2019-3843294,2019/05/29,家電,家電,電話機,モトローラ,S,通常配送,2019/06/03,"￥17,136",日本,関西地方,宇治市,"モトローラ スマートフォン, 大容量パック",京都府,消費者,小柳津 四郎,1,1,0.33,0,51948,6
JP-2018-1631359,2018/06/03,事務用品,事務用品,クリップ,Advantus,A,通常配送,2018/06/09,￥204,日本,関西地方,堺市堺区,"Advantus 輪ゴム, 各種サイズ",大阪府,小規模事業所,山地 恵,1,1,0.11,0,1872,2
JP-2018-1631359,2018/06/03,家具,家具,テーブル,Bevis,B,通常配送,2018/06/09,"-￥29,239",日本,関西地方,堺市堺区,"Bevis コーヒー テーブル, 組み立て済み",大阪府,小規模事業所,山地 恵,1,1,-0.25,0.2,119336,7
JP-2018-1631359,2018/06/03,事務用品,事務用品,文房具,Acme,A,通常配送,2018/06/09,"￥8,820",日本,関西地方,堺市堺区,"Acme カッター ナイフ, 青",大阪府,小規模事業所,山地 恵,1,1,0.5,0,17640,7
JP-2020-2523727,2020/01/16,事務用品,事務用品,封筒,GlobeWeis,A,通常配送,2020/01/22,"￥6,622",日本,中国地方,加賀郡吉備中央町,"GlobeWeis 各種封筒, リサイクル",岡山県,小規模事業所,泊 哲也,1,1,0.38,0,17430,7
JP-2019-1732305,2019/08/14,家電,家電,電話機,ノキア,S,通常配送,2019/08/20,￥85,日本,関西地方,堺市堺区,"ノキア スマートフォン, フル サイズ",大阪府,消費者,下沢 翔太,1,1,0.01,0,8296,1
JP-2019-1732305,2019/08/14,事務用品,事務用品,保管箱,Tenex,A,通常配送,2019/08/20,"￥3,386",日本,関西地方,堺市堺区,"Tenex ロッカー, メタル",大阪府,消費者,下沢 翔太,1,1,0.25,0,13548,1
JP-2019-1732305,2019/08/14,家電,家電,コピー機,HP,S,通常配送,2019/08/20,"￥2,368",日本,関西地方,堺市堺区,"HP 家庭用コピー機, 赤",大阪府,消費者,下沢 翔太,1,1,0.29,0,8166,1
JP-2019-1732305,2019/08/14,家具,家具,椅子,Novimex,B,通常配送,2019/08/20,"￥3,440",日本,関西地方,堺市堺区,"Novimex ロッキング チェア, 黒",大阪府,消費者,下沢 翔太,1,1,0.2,0,17200,2
JP-2018-1892635,2018/10/10,家電,家電,事務機器,パナソニック,S,ファースト クラス,2018/10/13,"-￥19,795",日本,関東地方,市原市,"パナソニック インクジェット, 赤",千葉県,大企業,椿 紅子,1,1,-0.53,0.4,37109,3
JP-2018-1892635,2018/10/10,家電,家電,付属品,ベルキン,S,ファースト クラス,2018/10/13,"-￥4,290",日本,関東地方,市原市,"ベルキン フラッシュ ドライブ, プログラミング可能",千葉県,大企業,椿 紅子,1,1,-0.62,0.4,6950,4
JP-2018-1892635,2018/10/10,事務用品,事務用品,封筒,Cameo,A,ファースト クラス,2018/10/13,-￥435,日本,関東地方,市原市,"Cameo 各種封筒, シルバー",千葉県,大企業,椿 紅子,1,1,-0.13,0.4,3245,2
JP-2018-1892635,2018/10/10,事務用品,事務用品,アプライアンス,フーバー,A,ファースト クラス,2018/10/13,-￥322,日本,関東地方,市原市,"フーバー ミキサー, 黒",千葉県,大企業,椿 紅子,1,1,-0.08,0.4,3864,1
JP-2018-1892635,2018/10/10,家電,家電,電話機,サムスン,S,ファースト クラス,2018/10/13,"-￥3,786",日本,関東地方,市原市,"サムスン オーディオ ドック, 大容量パック",千葉県,大企業,椿 紅子,1,1,-0.28,0.4,13354,2
JP-2018-1892635,2018/10/10,事務用品,事務用品,保管箱,Rogers,A,ファースト クラス,2018/10/13,"-￥1,467",日本,関東地方,市原市,"Rogers フォルダ, 青",千葉県,大企業,椿 紅子,1,1,-0.6,0.4,2455,2
JP-2019-1116816,2019/02/18,事務用品,事務用品,保管箱,Smead,A,通常配送,2019/02/22,"-￥2,109",日本,中部地方,富士市,"Smead ロッカー, メタル",静岡県,消費者,谷上 愛子,1,1,-0.13,0.4,15799,2
JP-2020-1047598,2020/02/04,家具,家具,椅子,Novimex,B,通常配送,2020/02/08,"￥8,058",日本,関西地方,茨木市,"Novimex 折り畳み式の椅子, 赤",大阪府,小規模事業所,和栗 明美,1,1,0.49,0,16446,3
JP-2020-1047598,2020/02/04,事務用品,事務用品,バインダー,アコ,A,通常配送,2020/02/08,￥192,日本,関西地方,茨木市,"アコ タブ, クリア",大阪府,小規模事業所,和栗 明美,1,1,0.18,0,1072,2
JP-2018-1090061,2018/01/01,事務用品,事務用品,画材,BIC,A,通常配送,2018/01/05,"￥1,688",日本,関西地方,松原市,"BIC マーカー, 青",大阪府,小規模事業所,松枝 愛,1,1,0.24,0,7048,4
JP-2018-1090061,2018/01/01,事務用品,事務用品,アプライアンス,ブレビル,A,通常配送,2018/01/05,"￥27,984",日本,関西地方,松原市,"ブレビル 電子レンジ, 白",大阪府,小規模事業所,松枝 愛,1,1,0.35,0,79960,4
JP-2018-1090061,2018/01/01,事務用品,事務用品,アプライアンス,フーバー,A,通常配送,2018/01/05,"￥6,600",日本,関西地方,松原市,"フーバー コーヒーミル, 赤",大阪府,小規模事業所,松枝 愛,1,1,0.48,0,13758,3
JP-2018-3264112,2018/12/12,家電,家電,電話機,アップル,S,通常配送,2018/12/17,￥170,日本,関西地方,加古川市,"アップル ヘッドセット, フル サイズ",兵庫県,消費者,種岡 大地,1,1,0.02,0,9940,2
JP-2018-3264112,2018/12/12,家電,家電,電話機,モトローラ,S,通常配送,2018/12/17,"￥2,394",日本,関西地方,加古川市,"モトローラ ヘッドセット, 大容量パック",兵庫県,消費者,種岡 大地,1,1,0.15,0,15966,3
JP-2018-1170333,2018/03/13,事務用品,事務用品,バインダー,カーディナル,A,セカンド クラス,2018/03/18,"￥2,020",日本,中部地方,各務原市,"カーディナル バインダー, エコノミー",岐阜県,消費者,友枝 四郎,1,1,0.44,0,4610,5
JP-2018-1170333,2018/03/13,家電,家電,付属品,エナーマックス,S,セカンド クラス,2018/03/18,"￥1,064",日本,中部地方,各務原市,"エナーマックス メモリ カード, エコノミー",岐阜県,消費者,友枝 四郎,1,1,0.07,0,15252,2
JP-2018-1170333,2018/03/13,家電,家電,付属品,メモレックス,S,セカンド クラス,2018/03/18,"￥6,408",日本,中部地方,各務原市,"メモレックス メモリ カード, エコノミー",岐阜県,消費者,友枝 四郎,1,1,0.47,0,13636,2
JP-2018-1170333,2018/03/13,事務用品,事務用品,紙,Green Bar,A,セカンド クラス,2018/03/18,￥220,日本,中部地方,各務原市,"Green Bar 硫酸紙, プレミアム",岐阜県,消費者,友枝 四郎,1,1,0.1,0,2224,2
JP-2018-1170333,2018/03/13,家具,家具,椅子,Harbour Creations,B,セカンド クラス,2018/03/18,"￥3,234",日本,中部地方,各務原市,"Harbour Creations ロッキング チェア, 赤",岐阜県,消費者,友枝 四郎,1,1,0.33,0,9806,1
JP-2018-1170333,2018/03/13,事務用品,事務用品,封筒,Ames,A,セカンド クラス,2018/03/18,￥976,日本,中部地方,各務原市,"Ames テープ付き, リサイクル",岐阜県,消費者,友枝 四郎,1,1,0.21,0,4664,4
JP-2018-1170333,2018/03/13,事務用品,事務用品,文房具,Elite,A,セカンド クラス,2018/03/18,￥255,日本,中部地方,各務原市,"Elite 裁断機, 業務用",岐阜県,消費者,友枝 四郎,1,1,0.03,0,8658,3
JP-2018-1170333,2018/03/13,家具,家具,本棚,Sauder,B,セカンド クラス,2018/03/18,"￥7,632",日本,中部地方,各務原市,"Sauder 本棚, 従来型",岐阜県,消費者,友枝 四郎,1,1,0.26,0,29364,3
JP-2018-1170333,2018/03/13,家電,家電,コピー機,ブラザー,S,セカンド クラス,2018/03/18,"￥25,314",日本,中部地方,各務原市,"ブラザー コピー機, カラー",岐阜県,消費者,友枝 四郎,1,1,0.48,0,52746,3
JP-2018-1170333,2018/03/13,事務用品,事務用品,画材,BIC,A,セカンド クラス,2018/03/18,"-￥2,530",日本,中部地方,各務原市,"BIC キャンバス, 大容量パック",岐阜県,消費者,友枝 四郎,1,1,-0.14,0.3,17630,7
JP-2018-1170333,2018/03/13,事務用品,事務用品,ラベル,Avery,A,セカンド クラス,2018/03/18,￥120,日本,中部地方,各務原市,"Avery ファイル フォルダ ラベル, 白",岐阜県,消費者,友枝 四郎,1,1,0.2,0,,1
JP-2018-1170333,2018/03/13,事務用品,事務用品,ラベル,Smead,A,セカンド クラス,2018/03/18,"￥1,044",日本,中部地方,各務原市,"Smead 色分けラベル, 白",岐阜県,消費者,友枝 四郎,1,1,0.2,0,5220,6
JP-2018-1170333,2018/03/13,家電,家電,電話機,モトローラ,S,セカンド クラス,2018/03/18,"￥3,332",日本,中部地方,各務原市,"モトローラ 信号ブースター, 大容量パック",岐阜県,消費者,友枝 四郎,1,1,0.05,0,66836,7
JP-2018-1170333,2018/03/13,家電,家電,電話機,モトローラ,S,セカンド クラス,2018/03/18,"￥58,272",日本,中部地方,各務原市,"モトローラ 充電器, 大容量パック",岐阜県,消費者,友枝 四郎,1,1,0.34,0,171408,4
JP-2019-2187786,2019/08/17,事務用品,事務用品,封筒,Ames,A,通常配送,2019/08/22,"￥1,390",日本,関西地方,東大阪市,"Ames 茶封筒, 50 枚セット",大阪府,消費者,猪田 真,1,1,0.17,0,8230,5
JP-2019-2188219,2019/06/19,家具,家具,本棚,Dania,B,通常配送,2019/06/23,"￥12,550",日本,関西地方,尼崎市,"Dania コーナー シェルフ, メタル",兵庫県,小規模事業所,三田村 海斗,1,1,0.31,0,40510,5
JP-2020-2478230,2020/09/25,事務用品,事務用品,バインダー,Ibico,A,通常配送,2020/09/30,"-￥5,297",日本,関東地方,船橋市,"Ibico とじ機, クリア",千葉県,大企業,黒島 和子,1,1,-0.43,0.4,12211,6
JP-2020-2478230,2020/09/25,家電,家電,付属品,エナーマックス,S,通常配送,2020/09/30,"￥1,773",日本,関東地方,船橋市,"エナーマックス マウス, プログラミング可能",千葉県,大企業,黒島 和子,1,1,0.13,0.4,13373,8
JP-2020-2478230,2020/09/25,事務用品,事務用品,文房具,Kleencut,A,通常配送,2020/09/30,"-￥1,298",日本,関東地方,船橋市,"Kleencut 大型のはさみ, 業務用",千葉県,大企業,黒島 和子,1,1,-0.17,0.4,7742,4
JP-2018-1163669,2018/08/14,家具,家具,本棚,Sauder,B,通常配送,2018/08/21,"￥3,510",日本,関西地方,宇治市,"Sauder 本棚, メタル",京都府,小規模事業所,千木良 美咲,1,1,0.36,0,9752,1
JP-2018-1163669,2018/08/14,事務用品,事務用品,文房具,Kleencut,A,通常配送,2018/08/21,￥832,日本,関西地方,宇治市,"Kleencut 裁断機, 業務用",京都府,小規模事業所,千木良 美咲,1,1,0.29,0,2870,1
JP-2018-1163669,2018/08/14,家電,家電,電話機,モトローラ,S,通常配送,2018/08/21,￥170,日本,関西地方,宇治市,"モトローラ 信号ブースター, フル サイズ",京都府,小規模事業所,千木良 美咲,1,1,0.01,0,19256,2
JP-2018-1163669,2018/08/14,事務用品,事務用品,紙,Green Bar,A,通常配送,2018/08/21,"￥1,326",日本,関西地方,宇治市,"Green Bar 硫酸紙, リサイクル",京都府,小規模事業所,千木良 美咲,1,1,0.4,0,3318,3
JP-2019-1316757,2019/05/21,家電,家電,付属品,ベルキン,S,通常配送,2019/05/27,-￥160,日本,関西地方,四日市市,"ベルキン フラッシュ ドライブ, リサイクル",三重県,小規模事業所,奥迫 大地,1,1,-0.05,0.4,3180,2
JP-2019-1316757,2019/05/21,事務用品,事務用品,バインダー,アコ,A,通常配送,2019/05/27,"-￥1,099",日本,関西地方,四日市市,"アコ バインダー カバー, リサイクル",三重県,小規模事業所,奥迫 大地,1,1,-0.5,0.4,2189,4
JP-2018-1197854,2018/10/27,事務用品,事務用品,ラベル,Avery,A,通常配送,2018/10/31,￥384,日本,四国,今治市,"Avery 取り外し可能ラベル, 白",愛媛県,小規模事業所,葛岡 海斗,1,1,0.27,0,1432,2
JP-2018-1357422,2018/10/31,事務用品,事務用品,ラベル,Smead,A,ファースト クラス,2018/11/01,-￥880,日本,北海道,江別市,"Smead 丸型ラベル, 白",北海道,大企業,夏井 和也,1,1,-0.64,0.4,1380,5
JP-2018-1357422,2018/10/31,家具,家具,本棚,Dania,B,ファースト クラス,2018/11/01,"-￥8,103",日本,北海道,江別市,"Dania 棚セット, メタル",北海道,大企業,夏井 和也,1,1,-0.6,0.4,13505,2
JP-2018-1357422,2018/10/31,事務用品,事務用品,封筒,Cameo,A,ファースト クラス,2018/11/01,-￥208,日本,北海道,江別市,"Cameo 業務用封筒, シルバー",北海道,大企業,夏井 和也,1,1,-0.13,0.4,1548,2
JP-2017-3872102,2017/10/05,事務用品,事務用品,文房具,Stiletto,A,通常配送,2017/10/10,"￥3,500",日本,九州,宮崎市,"Stiletto カッター ナイフ, 業務用",宮崎県,大企業,国広 直美,1,1,0.28,0,12530,5
JP-2017-3872102,2017/10/05,家具,家具,椅子,Novimex,B,通常配送,2017/10/10,"￥8,584",日本,九州,宮崎市,"Novimex 折り畳み式の椅子, 調整可能",宮崎県,大企業,国広 直美,1,1,0.38,0,22592,4
JP-2020-2500597,2020/11/21,家具,家具,椅子,Hon,B,通常配送,2020/11/25,"￥22,060",日本,九州,浦添市,"Hon 肘掛け椅子, 調整可能",沖縄県,小規模事業所,折田 匠,1,1,0.36,0,61284,2
JP-2020-2236727,2020/05/01,家具,家具,家具,Deflect-O,B,セカンド クラス,2020/05/04,"￥1,980",日本,東北地方,石巻市,"Deflect-O フレーム, 黒",宮城県,消費者,安部 正,1,1,0.27,0,7336,1
JP-2020-2236727,2020/05/01,事務用品,事務用品,アプライアンス,クイジナート,A,セカンド クラス,2020/05/04,"￥52,752",日本,東北地方,石巻市,"クイジナート コンロ, 赤",宮城県,消費者,安部 正,1,1,0.49,0,107658,3
JP-2020-2236727,2020/05/01,家電,家電,コピー機,シャープ,S,セカンド クラス,2020/05/04,"￥9,456",日本,東北地方,石巻市,"シャープ 家庭用コピー機, 赤",宮城県,消費者,安部 正,1,1,0.4,0,23640,3
JP-2019-1124963,2019/09/06,事務用品,事務用品,ラベル,Avery,A,通常配送,2019/09/12,￥424,日本,中部地方,豊橋市,"Avery 輸送用ラベル, 高耐久性",愛知県,消費者,池尾 海斗,1,1,0.13,0,3264,4
JP-2019-1124963,2019/09/06,事務用品,事務用品,保管箱,Eldon,A,通常配送,2019/09/12,￥340,日本,中部地方,豊橋市,"Eldon ファイル カート, フル サイズ",愛知県,消費者,池尾 海斗,1,1,0.01,0,34112,4
JP-2019-1124963,2019/09/06,事務用品,事務用品,ラベル,Smead,A,通常配送,2019/09/12,￥440,日本,中部地方,豊橋市,"Smead 取り外し可能ラベル, 赤",愛知県,消費者,池尾 海斗,1,1,0.32,0,1376,2
JP-2019-1124963,2019/09/06,事務用品,事務用品,保管箱,Tenex,A,通常配送,2019/09/12,￥170,日本,中部地方,豊橋市,"Tenex ファイル カート, 青",愛知県,消費者,池尾 海斗,1,1,0.01,0,17884,2
JP-2020-1514814,2020/08/01,事務用品,事務用品,クリップ,Stockwell,A,通常配送,2020/08/05,"￥2,744",日本,九州,遠賀郡芦屋町,"Stockwell 押しピン, 12 パック",福岡県,小規模事業所,坂庭 正博,1,1,0.44,0,6258,7
JP-2018-1142337,2018/09/13,家電,家電,付属品,エナーマックス,S,即日配送,2018/09/13,￥918,日本,関東地方,新宿区,"エナーマックス マウス, プログラミング可能",東京都,消費者,宮西 拓海,1,1,0.39,0.15,2368,1
JP-2018-1142337,2018/09/13,家具,家具,本棚,Bush,B,即日配送,2018/09/13,"￥10,239",日本,関東地方,新宿区,"Bush 書庫, 黒",東京都,消費者,宮西 拓海,1,1,0.25,0.15,41443,2
JP-2020-1634525,2020/11/05,事務用品,事務用品,紙,サンディスク,A,通常配送,2020/11/10,￥223,日本,関東地方,旭市,"サンディスク スケジュール帳, 12 パック",千葉県,消費者,狩谷 直樹,1,1,0.07,0.4,3355,3
JP-2019-2146455,2019/10/25,家具,家具,家具,Eldon,B,通常配送,2019/10/31,￥456,日本,中部地方,豊橋市,"Eldon フレーム, プレミアム",愛知県,消費者,原園 美月,1,1,0.02,0,22974,3
JP-2020-1486445,2020/09/18,家電,家電,付属品,ロジクール,S,セカンド クラス,2020/09/21,"￥2,256",日本,九州,沖縄市,"ロジクール フラッシュ ドライブ, リサイクル",沖縄県,大企業,柏 明美,1,1,0.15,0,15104,8
JP-2019-1032556,2019/12/24,家電,家電,事務機器,コニカ,S,ファースト クラス,2019/12/27,"￥8,310",日本,関西地方,宇治市,"コニカ レシート プリンター, マルチカラー",京都府,大企業,大路 夏希,1,1,0.34,0,24450,3
JP-2019-1032556,2019/12/24,家具,家具,椅子,Office Star,B,ファースト クラス,2019/12/27,"￥1,374",日本,関西地方,宇治市,"Office Star ビーチ チェア, 黒",京都府,大企業,大路 夏希,1,1,0.13,0,10602,3
JP-2019-2103600,2019/08/02,事務用品,事務用品,ラベル,Harbour Creations,A,セカンド クラス,2019/08/05,￥990,日本,関西地方,芦屋市,"Harbour Creations 輸送用ラベル, 赤",兵庫県,大企業,亘 朋美,1,1,0.44,0,2256,3
JP-2019-2103600,2019/08/02,家具,家具,椅子,Safco,B,セカンド クラス,2019/08/05,"￥1,716",日本,関西地方,芦屋市,"SAFCO 椅子用マット, 黒",兵庫県,大企業,亘 朋美,1,1,0.15,0,11478,3
JP-2018-3399411,2018/06/09,家電,家電,コピー機,ブラザー,S,通常配送,2018/06/13,"￥3,948",日本,九州,浦添市,"ブラザー 家庭用コピー機, 赤",沖縄県,小規模事業所,大舘 翔太,1,1,0.21,0,18812,2
JP-2018-3399411,2018/06/09,事務用品,事務用品,クリップ,Stockwell,A,通常配送,2018/06/13,￥558,日本,九州,浦添市,"Stockwell ペーパー クリップ, 大容量パック",沖縄県,小規模事業所,大舘 翔太,1,1,0.07,0,8100,9
JP-2018-3399411,2018/06/09,事務用品,事務用品,クリップ,Stockwell,A,通常配送,2018/06/13,￥184,日本,九州,浦添市,"Stockwell 押しピン, 各種サイズ",沖縄県,小規模事業所,大舘 翔太,1,1,0.06,0,3152,4
JP-2018-3399411,2018/06/09,家具,家具,椅子,Safco,B,通常配送,2018/06/13,"￥4,070",日本,九州,浦添市,"SAFCO ビーチ チェア, 黒",沖縄県,小規模事業所,大舘 翔太,1,1,0.26,0,15670,5
JP-2018-3399411,2018/06/09,家電,家電,電話機,モトローラ,S,通常配送,2018/06/13,￥425,日本,九州,浦添市,"モトローラ オフィス用電話機, 各種サイズ",沖縄県,小規模事業所,大舘 翔太,1,1,0.02,0,24870,5
JP-2017-1315856,2017/09/07,家具,家具,家具,Eldon,B,通常配送,2017/09/14,"￥3,176",日本,中部地方,東海市,"Eldon 電球, プレミアム",愛知県,消費者,宮竹 駿,1,1,0.5,0,6352,4
JP-2020-1568604,2020/05/13,事務用品,事務用品,封筒,Jiffy,A,通常配送,2020/05/17,￥152,日本,中国地方,雲南市,"Jiffy クラフト封筒, 赤",島根県,消費者,二井 桜,1,1,0.19,0,,1
JP-2019-1274876,2019/05/17,事務用品,事務用品,保管箱,Rogers,A,セカンド クラス,2019/05/20,"￥1,243",日本,関西地方,四日市市,"Rogers トレイ, 業務用",三重県,大企業,勝部 一樹,1,1,0.17,0.4,7459,3
JP-2019-1274876,2019/05/17,事務用品,事務用品,保管箱,Fellowes,A,セカンド クラス,2019/05/20,"-￥10,888",日本,関西地方,四日市市,"Fellowes ロッカー, 青",三重県,大企業,勝部 一樹,1,1,-0.66,0.4,16586,2
JP-2019-1274876,2019/05/17,事務用品,事務用品,クリップ,Stockwell,A,セカンド クラス,2019/05/20,-￥60,日本,関西地方,四日市市,"Stockwell ホチキス, 12 パック",三重県,大企業,勝部 一樹,1,1,-0.15,0.4,,1
JP-2019-1001016,2019/12/20,家具,家具,本棚,Sauder,B,即日配送,2019/12/20,"￥6,486",日本,関西地方,高槻市,"Sauder 棚セット, 従来型",大阪府,大企業,大角 文子,1,1,0.5,0,12972,1
JP-2020-1178401,2020/08/15,事務用品,事務用品,封筒,Ames,A,セカンド クラス,2020/08/18,￥396,日本,九州,田川郡川崎町,"Ames 業務用封筒, シルバー",福岡県,大企業,井ノ口 誠,1,1,0.35,0,1136,1
JP-2020-2648468,2020/03/28,家電,家電,付属品,ロジクール,S,通常配送,2020/04/01,"-￥11,190",日本,九州,佐世保市,"ロジクール メモリ カード, プログラミング可能",長崎県,小規模事業所,谷口 貞子,1,1,-0.33,0.4,33562,8
JP-2020-2648468,2020/03/28,家具,家具,椅子,Safco,B,通常配送,2020/04/01,"-￥5,910",日本,九州,佐世保市,"SAFCO スツール, 調整可能",長崎県,小規模事業所,谷口 貞子,1,1,-0.43,0.4,13634,2
JP-2018-2049883,2018/03/02,事務用品,事務用品,画材,Sanford,A,セカンド クラス,2018/03/06,"-￥2,058",日本,中部地方,三島市,"Sanford 蛍光ペン, 青",静岡県,消費者,柴川 翔太,1,1,-0.47,0.4,4410,7
JP-2018-2049883,2018/03/02,事務用品,事務用品,封筒,Cameo,A,セカンド クラス,2018/03/06,-￥435,日本,中部地方,三島市,"Cameo 各種封筒, シルバー",静岡県,消費者,柴川 翔太,1,1,-0.13,0.4,3245,2
JP-2017-3892064,2017/09/01,事務用品,事務用品,バインダー,カーディナル,A,通常配送,2017/09/05,￥60,日本,東北地方,八戸市,"カーディナル バインダー, 高耐久性",青森県,大企業,川杉 重子,1,1,0.02,0,3066,3
JP-2017-3892064,2017/09/01,家電,家電,コピー機,HP,S,通常配送,2017/09/05,"￥4,856",日本,東北地方,八戸市,"HP インク, カラー",青森県,大企業,川杉 重子,1,1,0.28,0,17352,2
JP-2020-3139706,2020/08/04,事務用品,事務用品,ラベル,Harbour Creations,A,通常配送,2020/08/10,￥328,日本,中部地方,松本市,"Harbour Creations ファイル フォルダ ラベル, 高耐久性",長野県,小規模事業所,竹石 哲也,1,1,0.27,0,1216,2
JP-2020-1364223,2020/08/28,家具,家具,本棚,Safco,B,ファースト クラス,2020/08/31,"￥9,292",日本,関西地方,門真市,"Safco 本棚, 白",大阪府,消費者,宮根 正博,1,1,0.46,0,20200,2
JP-2020-1364223,2020/08/28,事務用品,事務用品,クリップ,Advantus,A,ファースト クラス,2020/08/31,￥120,日本,関西地方,門真市,"Advantus ホチキス, 各種サイズ",大阪府,消費者,宮根 正博,1,1,0.11,0,1108,2
JP-2018-1333355,2018/09/28,事務用品,事務用品,バインダー,カーディナル,A,通常配送,2018/10/03,"￥1,128",日本,九州,久留米市,"カーディナル 穴あけパンチ, 高耐久性",福岡県,消費者,穐山 真美,1,1,0.14,0,8080,4
JP-2017-3896146,2017/11/11,事務用品,事務用品,ラベル,Harbour Creations,A,通常配送,2017/11/16,"￥1,788",日本,中部地方,長岡市,"Harbour Creations 輸送用ラベル, 調整可能",新潟県,消費者,花形 健太,1,1,0.48,0,3744,6
JP-2018-2501433,2018/11/10,事務用品,事務用品,画材,Sanford,A,通常配送,2018/11/15,￥872,日本,関西地方,茨木市,"Sanford ペン, 各種サイズ",大阪府,消費者,友光 翼,1,1,0.23,0,3808,4
JP-2018-2501433,2018/11/10,事務用品,事務用品,封筒,Cameo,A,通常配送,2018/11/15,￥186,日本,関西地方,茨木市,"Cameo テープ付き, シルバー",大阪府,消費者,友光 翼,1,1,0.12,0,1560,1
JP-2020-3524002,2020/06/10,事務用品,事務用品,文房具,Elite,A,通常配送,2020/06/15,￥255,日本,中国地方,東広島市,"Elite 裁断機, スチール",広島県,消費者,出浦 霞,1,1,0.03,0,8214,3
JP-2019-1350922,2019/01/10,家電,家電,電話機,シスコ,S,セカンド クラス,2019/01/15,￥170,日本,中部地方,豊橋市,"シスコ オフィス用電話機, 各種サイズ",愛知県,消費者,中上 四郎,1,1,0.02,0,11108,2
JP-2019-1350922,2019/01/10,家電,家電,事務機器,StarTech,S,セカンド クラス,2019/01/15,"￥1,350",日本,中部地方,豊橋市,"StarTech プリンター, 赤",愛知県,消費者,中上 四郎,1,1,0.03,0.3,47286,4
JP-2019-1452638,2019/10/12,家電,家電,付属品,メモレックス,S,通常配送,2019/10/18,"￥1,144",日本,中部地方,柏崎市,"メモレックス キーボード, 高耐久性",新潟県,消費者,金海 孝,1,1,0.12,0,9540,2
JP-2017-1062072,2017/03/29,家具,家具,家具,Tenex,B,通常配送,2017/04/05,"￥5,136",日本,関東地方,相模原市中央区,"Tenex フレーム, 高耐久性",神奈川県,大企業,下谷 恵介,1,1,0.36,0,14268,2
JP-2017-1062072,2017/03/29,事務用品,事務用品,文房具,Elite,A,通常配送,2017/04/05,"￥7,416",日本,関東地方,相模原市中央区,"Elite 大型のはさみ, スチール",神奈川県,大企業,下谷 恵介,1,1,0.4,0,18564,6
JP-2017-1062072,2017/03/29,事務用品,事務用品,封筒,Cameo,A,通常配送,2017/04/05,"￥2,150",日本,関東地方,相模原市中央区,"Cameo 茶封筒, シルバー",神奈川県,大企業,下谷 恵介,1,1,0.22,0,9800,5
JP-2017-1062072,2017/03/29,事務用品,事務用品,画材,Binney & Smith,A,通常配送,2017/04/05,"￥2,244",日本,関東地方,相模原市中央区,"Binney & Smith スケッチ帳, 各種サイズ",神奈川県,大企業,下谷 恵介,1,1,0.34,0,6600,2
JP-2017-1062072,2017/03/29,家電,家電,付属品,ベルキン,S,通常配送,2017/04/05,"￥5,058",日本,関東地方,相模原市中央区,"ベルキン メモリ カード, 高耐久性",神奈川県,大企業,下谷 恵介,1,1,0.22,0,23004,3
JP-2019-2884407,2019/08/27,事務用品,事務用品,画材,Sanford,A,セカンド クラス,2019/08/29,￥234,日本,四国,高松市,"Sanford 蛍光ペン, メタル",香川県,消費者,駒田 静香,1,1,0.07,0,3402,3
JP-2020-1775338,2020/08/20,家電,家電,付属品,ロジクール,S,通常配送,2020/08/25,"￥3,450",日本,関東地方,新宿区,"ロジクール ルータ, エコノミー",東京都,消費者,原田 皐,1,1,0.04,0.15,98104,7
JP-2020-1775338,2020/08/20,事務用品,事務用品,ラベル,Hon,A,通常配送,2020/08/25,￥630,日本,関東地方,新宿区,"Hon 法的提出用ラベル, 白",東京都,消費者,原田 皐,1,1,0.26,0.15,2462,4
JP-2020-1775338,2020/08/20,家具,家具,椅子,Harbour Creations,B,通常配送,2020/08/25,"-￥2,348",日本,関東地方,新宿区,"Harbour Creations 折り畳み式の椅子, 2 つセット",東京都,消費者,原田 皐,1,1,-0.06,0.15,39722,7
JP-2020-1775338,2020/08/20,事務用品,事務用品,画材,Stanley,A,通常配送,2020/08/25,-￥871,日本,関東地方,新宿区,"Stanley 蛍光ペン, 各種サイズ",東京都,消費者,原田 皐,1,1,-0.1,0.15,9119,9
JP-2017-1591311,2017/05/22,事務用品,事務用品,保管箱,Eldon,A,セカンド クラス,2017/05/24,"-￥15,580",日本,北海道,苫小牧市,"Eldon ロッカー, フル サイズ",北海道,大企業,牧岡 実,1,1,-0.66,0.4,23753,3
JP-2017-1591311,2017/05/22,事務用品,事務用品,保管箱,Smead,A,セカンド クラス,2017/05/24,"-￥4,250",日本,北海道,苫小牧市,"Smead ファイル カート, メタル",北海道,大企業,牧岡 実,1,1,-0.42,0.4,10198,2
JP-2020-1618075,2020/05/14,家電,家電,電話機,ノキア,S,通常配送,2020/05/18,"-￥5,740",日本,関東地方,館山市,"ノキア 信号ブースター, 青",千葉県,小規模事業所,永瀬 延,1,1,-0.15,0.4,38220,7
JP-2020-1618075,2020/05/14,家電,家電,付属品,ベルキン,S,通常配送,2020/05/18,"-￥10,607",日本,関東地方,館山市,"ベルキン ルータ, リサイクル",千葉県,小規模事業所,永瀬 延,1,1,-0.52,0.4,20525,2
